区县,名称,电话,联系人,邮编,地址,创建时间,房屋面积,服务项目
奉贤区,奉贤现代农业园区金水新苑老年活动室,37521531,陈玉花,201400,奉浦大道路,2010-08,1200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务
奉贤区,奉贤区现代农业园区龙潭村老年活动中心,57576474,蔡迪文,201403,龙潭村小区,2003-11,200,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
奉贤区,海湾镇星火二居委老年活动室,13564689578,陆志红,201419,海滨新二村75号,2008-10,2053,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务
奉贤区,奉贤区海湾镇星火一居委老年活动室,13585723028,谢士芳,201419,奉贤区海湾镇星中路99号,2008-06,1700,阅览，涉老法律咨询与宣传，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
奉贤区,奉贤区南桥镇北新村老年活动室,57489293,沈金林,201404,北新村西闸公路577号,1995-01,75,阅览，棋牌
奉贤区,浦江居委老年活动室,57156825,朱伟英,201401,沪杭公路303弄浦江居委会内,2006-03,1800,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,邵靴社区老年活动室,57143119,张桂平,201413,邵靴村258号,2008-12,1400,阅览
奉贤区,农展社区老年活动室,57540628,李玲,201413,海港开发区小区农展村201号,2008-11,905,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,姚家村老年活动室,13764313002,施保均,201414,奉贤四团镇姚家村小区1439,2003-10,650,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，远程收视点
奉贤区,上海市奉贤区四团镇拾村村老年活动室,57533317,蒲自云,201412,拾村村4组467号,2007-05,240,阅览，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
奉贤区,奉贤区四团镇平安居民委员会,57546225,季勤舟,201413,平安居委堂前街9号,2004-05,198,涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务
奉贤区,贝港一居老年活动室,67192133,范全娟,201400,新建西路路,2001-01,93,1，棋牌
奉贤区,江海第三居民区活动室,57181309,郑卫华,201400,(南桥)南星路246号,2006-01,30,7
奉贤区,奉贤区南桥镇曙光村老年活动室,67186977,邹国兴,201400,南桥镇曙光村,1996-01,450,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动
奉贤区,江海一居老年活动室,57411436,吴卫群,201400,秀龙路南星路口路,2002-01,169,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,曙光二居老年活动室,67186697,刘春燕,201400,南桥新建东路388号,2004-01,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,解放二居老年活动室,57411058,孙菊华,201400,南桥解放新村小区112号,2004-01,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,南桥六墩村农家会所,37523782,张文妹,201400,六墩村红星6组号,2005-01,2187,阅览，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，社区文体活动
奉贤区,众旺苑活动室,67198084,吴欢,201400,众旺苑小区119号101室,2011-01,150,6
奉贤区,奉贤区南桥镇光明村老年活动室,13311951335,屠金荣,201406,光钱公路500弄198号,2004-01,120,阅览，医疗咨询与健康教育，远程收视点
奉贤区,关港社区老年活动室,57488532,翁仁君,201404,南桥镇关港村村840号,2009-01,600,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,运河二村老年活动室,67182271,阮德明,201400,南桥镇运河二村小区114号,1998-01,80,社区为老服务便民活动，老人康乐、兴趣小组活动
奉贤区,古华老年活动室,67182271,阮德明,201400,古华B区小区,2005-01,80,阅览，医疗咨询与健康教育
奉贤区,肖塘老年活动中心,57434181,沈亦农,201401,肖塘新村小区,2004-01,640,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
奉贤区,肖塘社区老年活动室,57434181,沈亦农,201401,北虹路168号,2009-01,380,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,贝港第五社区老年活动室,67190604,邹英,201400,解放西路639号,2002-01,500,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,青村镇桃园村老年活动室,57594942,朱宝官,201407,青村镇桃园村村镇桃园村11,2003-05,180,阅览，谈心服务，老人康乐、兴趣小组活动，7
奉贤区,青村镇社区居委老年活动室,18221634879,陆玉章,201414,青村镇小区村镇人民路路15,2004-01,250,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，4，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,民福村老年活动室,57543125,董大妹,201413,民福村808号,2006-03,488,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，远程收视点
奉贤区,四团镇新桥村金洋,57539655,金龙标,201412,四团镇新桥村小区,1995-01,220,阅览，医疗咨询与健康教育
奉贤区,四团镇新桥村老年活动室,57539655,陈林根,201412,四团镇新桥村小区,1995-01,420,阅览，医疗咨询与健康教育，老人康乐、兴趣小组活动
奉贤区,四团镇镇西村老年活动室,18918095598,张春平,201412,镇西村,2010-04,210,阅览，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,奉贤区四团镇团南村老年活动室,18721843688,姚明伯,201412,团青公路321弄8号,2005-06,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育
奉贤区,四团镇邵厂居委老年活动室,57141207,卫忠,201413,邵厂北区28号,2002-07,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,渔洋村老年活动室,13002117620,狄水新,201413,渔洋村,2007-10,400,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，远程收视点
奉贤区,四团镇四团村四名老年活动室,57536872,顾仁芳,201412,四名556号,2008-08,78,阅览，社区为老服务便民活动，谈心服务
奉贤区,四团镇四团村三团老年活动室,57536872,顾仁芳,201412,三团8565号,2009-08,56,阅览，社区为老服务便民活动，谈心服务
奉贤区,四团镇三团港村老年活动室,57541765,潘正兴,201413,三团港村768号,2004-10,150,阅览，涉老法律咨询与宣传，社区为老服务便民活动，谈心服务
奉贤区,奉贤区四团镇平海村社区老年活动室,57541492,潘藕芳,201413,平海村2组135号,2007-03,280,阅览，涉老法律咨询与宣传，谈心服务，远程收视点
奉贤区,红庄社区老年活动室,13671869520,卫玉娟,201413,红庄村安逸路1号,2009-10,530,阅览，涉老法律咨询与宣传，远程收视点
奉贤区,四团镇向阳村金秋老年之家,57545203,杨引娟,201413,向阳村桐桥3组,2005-07,1350,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务
奉贤区,奉贤区四团镇平安第二社区老年活动室,57545651,胡惠娟,201413,平福路1633弄49幢183室,2009-08,200,阅览，医疗咨询与健康教育，谈心服务，远程收视点
奉贤区,小荡村老年活动室,57539118,吴卫忠,201412,小荡村蒲基743号,2009-09,500,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,青村镇北唐村老年活动室,57561613,季国章,201414,青村镇北唐村村镇北唐新苑,2006-09,1200,阅览，社区为老服务便民活动，老人康乐、兴趣小组活动，7
奉贤区,奉城镇协新村太平老年活动室,57522491,何宝明,201411,协新村村太平号,,150,1.2.3.5.
奉贤区,奉城镇北宋村北宋老年活动室,67558167,陈  锋,201411,北宋村,2002-10,120,1.2.3.5.
奉贤区,奉城镇南宋村民爱老年活动室,57553570,方云才,201411,南宋村,2006-05,320,1.2.3.5.
奉贤区,奉城镇分水墩村新亚老年活动室,33615164,王  征,201411,新亚村,2009-03,210,1.2.3.5.
奉贤区,奉城镇分水墩村分水墩老年活动室,33615164,王  征,201411,联工村,,180,1.2.3.5.
奉贤区,奉城镇蔡家桥村和平社区老年活动室,57555140,徐长青,201411,奉城镇蔡家桥村,2007-09,210,1.2.3.5.
奉贤区,奉城镇陆家桥村陆桥老年活动室,57552636,朱建荣,201411,奉城镇陆家桥路桥12组小区,2006-10,320,1.2.3.5.
奉贤区,奉城镇护民村护海老年活动室,57170429,尹启洪,201411,奉城镇护民村,2001-10,40,1.2.3.5.
奉贤区,奉城镇护民村海民社区老年活动室,57170429,尹启洪,201411,奉城镇海民村,,210,1.2.3.5.
奉贤区,奉城镇第一居委老年活动室,57522075,金正荣,201411,奉城镇北街路45弄1号,2005-09,600,1.2.3.5.6.8.
奉贤区,奉城镇城东村老年活动室,57522407,王福明,201411,奉城镇城东村城镇城东村72,2000-10,150,1.2.3.5.
奉贤区,奉城镇新民村同心老年活动室,57529737,黄德强,201411,奉城镇新民村小区城镇新民,2007-08,160,1.2.3.5.
奉贤区,奉城镇联民村老年活动室,57529484,盛玉文,201411,奉城镇联民村小区城镇联民,2010-08,320,1.2.3.5.
奉贤区,四团镇老年活动室,57534331,王明官,201412,新四平公路,2008-11,250,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,砂碛村老年活动室,57140752,唐龙兴,201413,砂碛村,1995-10,50,阅览，医疗咨询与健康教育，谈心服务，远程收视点
奉贤区,横桥村老年活动室,57140752,唐龙兴,201413,横桥村,2008-12,200,阅览，医疗咨询与健康教育，谈心服务，远程收视点
奉贤区,镇东村老年活动室,57533374,张春平,201412,四团镇镇东村,2009-08,180,阅览，医疗咨询与健康教育，谈心服务，远程收视点
奉贤区,石家坎村老年活动室,37510386,赵玉芳,201412,石家坎村,1995-05,100,阅览，医疗咨询与健康教育，谈心服务，远程收视点
奉贤区,平安居委委员会老年活动室,18918030068,季勤舟,201413,堂前街小区堂前街9号,2005-01,280,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,沈陆村军民老年活动室,37520005,陈炳章,201400,南桥镇小区,2008-11,1332,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
奉贤区,第一街道古华第一居委会,57410774,蒋科平,201400,振贤路3号,1997-03,85,阅览，老人康乐、兴趣小组活动
奉贤区,耀东社区老年活动室,13917729068,顾耀昌,201402,浦秀村耀东1426号,2003-03,300,阅览，医疗咨询与健康教育，社区为老服务便民活动
奉贤区,南宋社区老年活动室,57553570,方云才,201409,南宋村1032号,2007-09,800,阅览，社区为老服务便民活动，谈心服务，远程收视点
奉贤区,冯家社区老年活动室,57551543,杨益官,201409,冯家村651号,2004-07,500,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，远程收视点
奉贤区,八字社区老年活动室,57524490,赵志洪,201411,八字村,2009-07,200,阅览，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,上海市奉贤区青村镇吴房村老年活动室,57596607,吴佰贤,201407,吴房村478号,2006-05,500,阅览，涉老法律咨询与宣传，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,高桥社区老年活动室,57523739,王永华,201411,高桥村奉旺路669号,2008-07,735,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,渔沥村耀光老年活动室,57401441,刘建华,201402,渔沥村耀光,2006-10,270,阅览，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,钱忠社区老年活动室,57593110,张明兴,201407,钱忠村竹筱880号,2011-04,432,阅览，涉老法律咨询与宣传，谈心服务，远程收视点
奉贤区,庄行镇渔沥村老年活动室,57401441,刘建华,201402,渔沥村,2008-08,360,阅览，涉老法律咨询与宣传，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,李窑村社区老年活动室,18918032998,杨勤芳,201414,李窑村上塑路169号,2002-09,1240,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,奉贤区海港开发区平南村546号,57540843,王才芳,201413,平南村546号,2006-03,1200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,育秀第七居民区星光老年活动室,57190620,夏春花,201400,环城东路1707号3楼,2005-01,110,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,阳光二居老年活动室,67195654,陆辰琰,201400,育秀路1288弄64号,2008-09,400,医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动
奉贤区,鸿宝二居老年活动室,57156252,王玲珠,201401,鸿宝一村93幢房西面,2005-06,20,棋牌
奉贤区,庄行镇马路村张云老年活动室,57401376,宋士华,201402,马路村张云325号,2006-06,160,阅览，远程收视点
奉贤区,古华二居老年活动室,2157187210,吴慰平,201400,古华新村119号101室东侧,1997-06,30,医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动
奉贤区,奉城镇启民老年活动室,57529414,盛玉文,201411,启民村201号,2010-10,320,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,贝港二居活动室,57418134,林卫芳,201400,贝港南区423号101室,1998-05,120,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
奉贤区,南渡村老年活动室,57157606,张仁荣,201401,南渡村村委会,2005-05,350,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,奉贤区南桥镇灯塔村老年活动室,37526398,万玉龙,201401,灯塔村,2004-10,200,阅览
奉贤区,三坎村老年活动室,37510386,夏金根,201412,三坎村203号,2004-05,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,渔村老年活动室,57533976,沈福根,201412,渔墩村渔村365号,2007-06,98,阅览，社区为老服务便民活动，老人康乐、兴趣小组活动
奉贤区,渔墩村老年活动室,57533976,殷永弟,201412,渔墩村五墩610号,2007-06,150,阅览，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
奉贤区,江海二居老年活动室,57411817,沈爱莲,201400,秀龙路468号,2001-03,60,社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
奉贤区,团南村老年活动室,57533303,姚明伯,201412,团青公路321弄8号,2007-05,150,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
奉贤区,江海四居老年活动室,67112907,王小英,201400,菜场路155号,2008-10,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,解放一居老年活动室,57417610,蔡耀君,201400,解放新村38号104室,1995-01,48,老人康乐、兴趣小组活动
奉贤区,育秀五居社区活动室,57190914,朱梅芹,201400,育秀东区356号101室,2002-01,87,阅览，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动
奉贤区,贝港四居老年活动室,57418057,周兰,201400,贝港南区604号102室,2005-05,82,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动
奉贤区,解放三居老年活动室,57411951,吴春花,201400,南桥镇小区解放新村60号,2001-01,80,阅览，医疗咨询与健康教育，远程收视点
奉贤区,张翁庙村老人活动室,33658561,阮连权,201400,张翁庙村1038号,2002-10,300,阅览，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
奉贤区,水闸居委老年活动室,57150892,高建林,201401,西渡社区水闸居委会,2010-05,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,潘垫村潘南社区老年活动室,57460638,王国凡,201415,潘垫村潘南3组,2009-08,219,医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
奉贤区,富康社区老年活动室,201-67116221,张群英,201400,环城东路2066号普康苑41号,2006-06,260,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,水岸居民区老年活动室,57151428,马国强,201401,西渡社区,2004-02,300,阅览，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,五宅社区老年活动室,57481909,陈永强,201404,五宅村村委会,2006-08,3076,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
奉贤区,阳光一居老年活动室,67111729,陈纪芳,201499,环城南路1309弄大门口,2005-10,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，远程收视点
奉贤区,潘垫社区老年活动室,57460638,王国凡,201415,潘垫村5组,2008-04,447,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
奉贤区,南街居委会活动室,57103245,王文华,201400,教苑新村30号C梯101室,2010-05,120,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，远程收视点
奉贤区,庙泾村老年活动室,57471626,张吉明,201400,南奉公路6758号,2004-03,150,阅览，涉老法律咨询与宣传，远程收视点
奉贤区,贝港第三居委会老年活动室,57183446,周瑛,201400,104号102室,2002-06,85,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,奉城镇塘外文化中心活动室,57170102,褚瑞明,201408,塘外文化街25号,2006-10,680,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
奉贤区,奉城镇洪西社区老年活动室,57131740,王朝红,201411,洪西村,2011-01,540,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
奉贤区,奉城镇塘外紫苑社区老年活动室,15900433260,冯金妹,201408,塘外紫苑小区51号,2005-11,400,阅览，老人康乐、兴趣小组活动
奉贤区,奉城镇蔡家桥社区老年活动室,57559359,李长浩,201409,蔡家桥村123号,2008-03,214,老人康乐、兴趣小组活动
奉贤区,奉城镇大门社区老年活动室,13641701963,吴德龙,201408,大门村,2000-02,440,医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动
奉贤区,奉城镇洪庙村老年活动室,13661889946,瞿文仙,201411,洪庙村洪庙咱126弄34号,2009-07,240,阅览，社区为老服务便民活动，谈心服务，远程收视点
崇明县,庙镇周河村老年活动室,69630980,盛飞,202153,周河村1016号,2004-11,400,阅览，涉老法律咨询与宣传，医疗咨询与健康教育
崇明县,竖新镇时桥村老年活动室,59493974,时新忠,202179,时桥村7组,2007-05,100,阅览，棋牌
崇明县,陈家镇裕丰村老年活动室,13166105197,沈文厚,202162,裕丰村,2005-05,650,阅览，涉老法律咨询与宣传，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
崇明县,陈家镇德云村老年活动室,59401030,严建新,202162,德云村,2004-05,260,阅览，涉老法律咨询与宣传，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
崇明县,陈家镇奚渔村老年活动室,59431257,周新旺,202162,奚渔村,2009-05,220,阅览，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
崇明县,庙镇江口居委老年活动室,18930740581,朱德昌,202165,江口居委,2009-11,150,阅览
崇明县,陈家镇立新村老年活动室,59471749,顾卫兵,202162,立新村,2009-07,300,阅览，涉老法律咨询与宣传，老人康乐、兴趣小组活动
崇明县,城桥镇海岛星城居委老年活动室,13611956766,谢志群,202155,绿海路500弄181号,2009-11,370,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
崇明县,竖新镇永兴村老年活动室,59481139,薛福生,202164,永兴村4组429号,2008-04,670,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
崇明县,陈家镇八滧村老年活动室,13651622740,王腊红,202162,八滧村,2008-03,200,阅览，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
崇明县,崇明县长兴镇凤辰小区老年活动室,13917931439,范秀琴,201913,长橘路500弄106号101室,2010-11,1450,阅览，谈心服务，老人康乐、兴趣小组活动
崇明县,庙镇小竖村老年活动室,59381661,张德刚,202153,小竖村944号,2009-11,120,阅览，涉老法律咨询与宣传，医疗咨询与健康教育
崇明县,庙镇庙中村老年活动室,59361031,王建忠,202153,庙中村,2009-11,280,阅览，老人康乐、兴趣小组活动
崇明县,崇明县三星镇邻江村老年活动室,021-59606043,张美芳,202152,邻江村（东防汛路）13队,2006-11,150,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
崇明县,崇明县长兴镇北兴村老年活动室,13003291270,樊备,201913,北兴村凤西路1512号,2004-11,800,阅览，社区为老服务便民活动，远程收视点
崇明县,庙镇庙南村老年活动室,59361405,张卫忠,202153,庙南村八组840号,2006-11,250,阅览，谈心服务，远程收视点
崇明县,崇明县三星镇纯阳村老年活动室,021-59608460,徐建忠,202152,纯阳村555号,2009-11,460,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动
崇明县,庙镇保安村老年活动室,59382214,周卫东,202153,保安村,2006-11,150,阅览，涉老法律咨询与宣传，医疗咨询与健康教育
崇明县,崇明县三星镇大平村老年活动室,021-59303315,黄晓新,202152,大平村1288号,2008-11,180,阅览，谈心服务，远程收视点
崇明县,庙镇江镇村老年活动室,69361153,施志祥,202165,江镇村,2005-11,210,阅览
崇明县,港西镇协北村老年活动室,59678639,黄振忠,202154,北沿公路2500号,2005-11,180,阅览，涉老法律咨询与宣传，谈心服务，老人康乐、兴趣小组活动，远程收视点
崇明县,崇明县长兴镇团结村老年活动室,13124817655,高贺斌,201913,团结村12队248号,2003-11,350,阅览，医疗咨询与健康教育，社区为老服务便民活动，远程收视点
崇明县,崇明县三星镇协进村老年活动室,021-59608057,黄振达,202152,协进村443号,2007-10,350,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，老人康乐、兴趣小组活动
崇明县,港西镇静南村老年活动室,59678031,薛振祥,202154,鼓浪屿路1000弄135号,2007-11,350,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动
崇明县,崇明县长兴镇海星村老年活动室,13818377638,谢金才,201913,海星村439号,2006-11,410,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
崇明县,新海镇老年活动中心,59655137,王静,202172,北沿公路3366号,2010-11,3526,阅览，老人康乐、兴趣小组活动，远程收视点
崇明县,港西镇新港村老年活动室,39627005,赵振培,202154,新港村194号,2007-11,560,阅览，涉老法律咨询与宣传，社区为老服务便民活动，老人康乐、兴趣小组活动
崇明县,庙镇万北村老年活动室,69369667,李素兰,202165,万北村1088号,2008-11,330,阅览，涉老法律咨询与宣传，社区为老服务便民活动，谈心服务，远程收视点
崇明县,城桥镇推虾港村老年活动室,18917051570,陈爱丽,202155,推虾港竖中3队,2006-11,280,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，远程收视点
崇明县,崇明县长兴镇潘石村老年活动室,13901788636,陈小洪,201913,潘石村221号,2006-11,360,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务
崇明县,庙镇猛东村老年活动室,59381638,汤升贤,202153,猛东村900号,2008-11,800,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，远程收视点
崇明县,庙镇民华村老年活动室,69361114,俞飞龙,202153,民华村,2010-11,270,阅览
崇明县,港西镇北双村老年活动室,13564589986,李小英,202154,北双村678号,2007-11,280,社区为老服务便民活动
崇明县,庙镇爱民村高桥活动室,59361402,周小汉,202153,爱民村398号,2007-11,210,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，远程收视点
崇明县,庙镇庙港村老年活动室,59360140,奚振明,202153,庙港村834号,2008-11,202,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务
崇明县,港沿镇齐成村老年活动室,59461942,施亚萍,202158,齐成村358号,2009-10,240,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，远程收视点
崇明县,庙镇联益村老年活动室,69369672,胡晓枫,206165,联益村新立4组452号,2008-11,210,阅览，医疗咨询与健康教育，远程收视点
崇明县,建设镇效东村老年活动室,59339425,黄永平,202155,效东村13组1309号,2006-11,210,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，远程收视点
崇明县,港沿镇园艺村老年活动室,59456010,董爱兰,202158,园艺村260号,2008-10,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
崇明县,港西镇排衙村老年活动室,13321867879,朱益飞,202154,港东公路1500号,2005-11,160,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，老人康乐、兴趣小组活动
崇明县,港沿镇鲁东村老年活动室,59452601,施仁德,202158,鲁东村401号,2009-10,145,阅览，老人康乐、兴趣小组活动
崇明县,庙镇通济村老年活动室,59387227,陈锦章,202153,通济村蜞镇1098号,2008-11,620,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务
崇明县,绿华镇华荣村老年活动室,59351324,仇凯,202151,华荣村建城117号,2005-11,624,阅览，涉老法律咨询与宣传，医疗咨询与健康教育
崇明县,建设镇建垦村老年活动室,59641532,陆纯高,202177,建垦村6组620号,2008-11,460,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务
崇明县,绿华镇华西村老年活动室,18916186582,陆爱欢,202151,华西村建桥10队1088号,2006-11,580,阅览，谈心服务，远程收视点
崇明县,庙镇宏达村老年活动室,69361087,宋玉娟,202165,宏达村17组760号,2009-11,320,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动
崇明县,崇明县横沙乡新春村老年活动室,56890138,倪春燕,201914,新春村5组2号18幢,2006-11,166,阅览，涉老法律咨询与宣传，谈心服务，远程收视点
崇明县,庙镇永乐村老年活动室,39630241,方惠元,202153,永乐村170号,2010-11,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，远程收视点
崇明县,港西镇团结村老年活动室,59671348,施亚琴,202154,建港路团结村887弄2号,2007-11,150,阅览
崇明县,堡镇博园居委老年活动室,59426479,刘伟德,202157,大通路139弄91号,2009-06,310,阅览，医疗咨询与健康教育，谈心服务
崇明县,竖新镇东新村老年活动室,59482004,许国强,202164,东新村7组,2009-10,120,医疗咨询与健康教育，老人康乐、兴趣小组活动
